日付,勘定科目,品目,金額
2024/9/30,商品仕入高（5211）,納豆ほか・・・9月13日,5449
2024/9/30,商品仕入高（5211）,納豆ほか・・・9月20日,5670
2024/9/30,商品仕入高（5211）,納豆ほか・・・9月27日,4385
2024/9/30,商品仕入高（5211）,もやしほか・・・9月6日,1332
2024/9/30,商品仕入高（5211）,うすあげ・・・9月30日,294
2024/9/30,商品仕入高（5211）,レタス・・・9月6日,1393
2024/9/30,商品仕入高（5211）,甘酒・・・小松酒造,24105
2024/9/30,商品仕入高（5211）,うまかっちゃんほか・・・ミゾカミ,31886
2024/9/30,商品仕入高（5211）,アサヒドライゼロ・・・七田酒類販売,6116
2024/9/30,商品仕入高（5211）,だし入り醤油ほか,31666
2024/9/30,商品仕入高（5211）,三温糖ほか,3240
2024/9/30,商品仕入高（5211）,野菜等袋代・・・アサヒ,44517
2024/9/30,商品仕入高（5211）,ソフトクリームカップ・・・アサヒ,112640
2024/9/30,商品仕入高（5211）,クロネコヤマト宅急便他運賃料,8503
2024/9/30,商品仕入高（5211）,ヤマト運輸振込手数料,600
2024/9/30,商品仕入高（5211）,ソフトクリーム用スプーン,25520
2024/9/30,商品仕入高（5211）,万齢ほか・・・小松酒造,60054
2024/9/30,商品仕入高（5211）,ビールほか・・・七田酒類販売,74249
2024/9/30,商品仕入高（5211）,たばこ・・・ヴァリィベア・・・9月13日,22029
2024/9/30,商品仕入高（5211）,たばこ・・・ヴァリィベア・・・9月20日,32582
2024/9/30,商品仕入高（5211）,たばこ・・・ヴァリィベア・・・9月27日,47113
2024/9/30,商品仕入高（5211）,たばこ・・・ヴァリィベア・・・10月4日,36617
2024/9/30,商品仕入高（5211）,指定ごみ袋,30600
2024/9/30,商品仕入高（5211）,粗大ごみ処理券,12300
2024/9/30,商品仕入高（5211）,チオビタドリンク・・・9月24日,2796
2024/9/30,商品仕入高（5211）,お彼岸用団子花,23200
2024/9/30,商品仕入高（5211）,ティッシュ,2375
2024/9/30,商品仕入高（5211）,HB-101,12365
2024/9/30,商品仕入高（5211）,ニオイノンノ,2844
2024/9/30,販売員給与（6111）,パート（９名）,928171
2024/9/30,広告宣伝費（6113）,唐津・虹ノ松原ツーデーウォーク協賛金,10000
2024/9/30,役員報酬（6211）,役員給与（１名）,250000
2024/9/30,従業員給与（6212）,従業員給与（１名）,220650
2024/9/30,法定福利費（6312）,唐津社会保険事務所社会保険料,158824
2024/9/30,事務用消耗品費（6217）,電子複写機コピー代,9043
2024/9/30,事務用消耗品費（6217）,コピー用紙代,1311
2024/9/30,事務用消耗品費（6217）,マッキー代,623
2024/9/30,事務用消耗品費（6217）,コピー用紙代,3278
2024/9/30,通信交通費（6218）,ＮＴＴファイナンス通話料,11145
2024/9/30,水道光熱費（6219）,電気料金,619007
2024/9/30,接待交際費（6223）,役員会飲み物代・・・9月6日,750
2024/9/30,接待交際費（6223）,役員会飲み物代・・・9月30日,750
2024/9/30,備品・消耗品費（6225）,トイレットペーパー代・・・9月13日,7920
2024/9/30,備品・消耗品費（6225）,トイレットペーパー代・・・9月20日,7920
2024/9/30,備品・消耗品費（6225）,トイレットペーパー代・・・9月30日,7920
2024/9/30,備品・消耗品費（6225）,ペーパータオル代,3906
2024/9/30,備品・消耗品費（6225）,レジテープ代,20000
2024/9/30,備品・消耗品費（6225）,レジテープ差額分,2000
2024/9/30,備品・消耗品費（6225）,ソフト用アルコールスプレー代,9075
2024/9/30,備品・消耗品費（6225）,のぼり旗ほか代,65212
2024/9/30,運営管理諸費（6227A）,東芝テックポスレジシステムリース料,87120
2024/9/30,運営管理諸費（6227A）,くすもと税理士事務所顧問報酬,55000
2024/9/30,施設管理諸費（6227B）,中央警備保障機械警備料,37400
2024/9/30,施設管理諸費（6227B）,クリーン・リース代,2662
2024/9/30,施設管理諸費（6227B）,塵芥収集運搬料,60500
2024/9/30,施設管理諸費（6227B）,ナンキンハゼ剪定枝処理業務,44000
2024/9/30,車両費（6228）,ガソリン代・・・唐津農協厳木SS・・・9月6日,3500
2024/9/30,車両費（6228）,ガソリン代・・・唐津農協厳木SS・・・9月9日,2000
2024/9/30,車両費（6228）,ガソリン代・・・唐津農協厳木SS・・・9月13日,3000
2024/9/30,車両費（6228）,ガソリン代・・・唐津農協厳木SS・・・9月20日,3500
2024/9/30,車両費（6228）,ガソリン代・・・唐津農協厳木SS・・・9月27日,3000
2024/9/30,リース料（6234）,ソフトサーバーリース代(規定損害金),6200
2024/9/30,リース料（6234）,ソフトサーバーリース代(新サーバー),28600
2024/9/30,リース料（6234）,冷蔵ショーケースリース代,25960
2024/9/30,リース料（6234）,店内CM助っ人くんレンタル料,8800
2024/9/30,雑費(6231),コカ・コーラ振込手数料・・・9月18日分,660
2024/9/30,雑費(6231),JAバンクアンサーサービス手数料,1100
2024/9/30,雑費(6231),振込手数料（牛津かまぼこ）,275
2024/9/30,雑費(6231),振込手数料(ミルン）,275
2024/9/30,雑費(6231),振込手数料(東芝テック）,880
2024/9/30,雑費(6231),振込手数料(七田酒類販売）,880
2024/9/30,雑費(6231),電子決済・クレジットカード手数料,72353
2024/9/30,雑費(6231),移動販売野菜傷み補償代,1950
2024/9/30,雑費(6231),一般廃棄物処理手数料,2460
2024/9/30,雑費(6231),一般廃棄物処理手数料,820
2024/9/30,雑収入（7118）,雇用保険料預り（８月分）,6304
2024/10/31,商品売上高（4111）,野菜等,942680
2024/10/31,商品売上高（4111）,温泉たまご,103280
2024/10/31,商品売上高（4111）,あら塩・灘の塩（食塩）,3020
2024/10/31,商品売上高（4111）,オロナミンC（トライアル）,4070
2024/10/31,商品売上高（4111）,伊藤園お～いお茶・健康ミネラル麦茶ほか,137010
2024/10/31,商品売上高（4111）,黒糖・嬉野茶ドーナツ棒,7290
2024/10/31,商品売上高（4111）,白菜浅漬け・なす・きゅうりからし漬けの素,2980
2024/10/31,商品売上高（4111）,佐賀県産たまねぎスープ・海苔スープ・たまねぎチップ・佐賀牛ポテトチップ,85550
2024/10/31,商品売上高（4111）,天ぷら・ちくわほか,47200
2024/10/31,商品売上高（4111）,わさびドレッシング・こいくち醬油・カレーほか,42060
2024/10/31,商品売上高（4111）,いきさ屋（豆腐）,93000
2024/10/31,商品売上高（4111）,ミルン（ヨーグルト・チーズ・牛乳）,14420
2024/10/31,商品売上高（4111）,ソフトクリーム・コーン,1000300
2024/10/31,商品売上高（4111）,オルゴール（焼き芋・魚ほか）,558760
2024/10/31,商品売上高（4111）,牛乳・納豆ほか,21910
2024/10/31,商品売上高（4111）,サンレイみかん＆パインほか,33770
2024/10/31,商品売上高（4111）,らっきょう酢ほか,25510
2024/10/31,商品売上高（4111）,アサヒドライゼロ,2080
2024/10/31,商品売上高（4111）,小松酒造（甘酒・酒粕）,23760
2024/10/31,商品売上高（4111）,マヨネーズ・ソースほか,19290
2024/10/31,商品売上高（4111）,野菜袋（アサヒ）,36655
2024/10/31,商品売上高（4111）,中島潔グッズ,74910
2024/10/31,商品売上高（4111）,クロネコヤマト宅急便,15225
2024/10/31,商品売上高（4111）,宅配料コレクト,3045
2024/10/31,商品売上高（4111）,道の駅切符,2520
2024/10/31,商品売上高（4111）,連絡線記念指定券,2400
2024/10/31,商品売上高（4111）,道の駅スタンプブック,2880
2024/10/31,商品売上高（4111）,指定ごみ袋,63000
2024/10/31,商品売上高（4111）,粗大ごみ処理券,3340
2024/10/31,商品売上高（4111）,チオビタ（トライアル）,4500
2024/10/31,商品売上高（4111）,ソフトクリーム用スプーン,960
2024/10/31,商品売上高（4111）,ローソク・線香・マッチ・のし袋・紙コップ類,55
2024/10/31,商品売上高（4111）,アルミ保温保冷バッグ,1280
2024/10/31,商品売上高（4111）,レジ袋,14785
2024/10/31,商品売上高（4111）,ビールほか,80085
2024/10/31,商品売上高（4111）,小松酒造（万齢ほか）,129950
2024/10/31,商品売上高（4111）,紙管なしロールダブルほか,2370
2024/10/31,商品売上高（4111）,たばこ,245920
2024/10/31,商品売上高（4111）,ライター・オニヤンマくん,3080
2024/10/31,商品売上高（4111）,段ボール,80
2024/10/31,商品売上高（4111）,電池,570
2024/10/31,商品売上高（4111）,HB-101,9010
2024/10/31,手数料収入（4112）,風のふるさと館委託販売手数料,2698728
2024/10/31,その他の収入（4114）,バーコードラベル代金,33502
2024/10/31,その他の収入（4114）,コカ・コーラ自販機手数料,84421
2024/10/31,その他の収入（4114）,アルミ缶売却料,5000
2024/10/31,その他の収入（4114）,テナント使用料,45250
2024/10/31,その他の収入（4114）,テナント電気料（8月分）,66253
2024/10/31,その他の収入（4114）,テナント電気料（9月分）,55567
2024/10/31,その他の収入（4114）,テナント水道料,40558
2024/10/31,その他の収入（4114）,団子店頭販売賃借料・・・10月21日,15000
2024/10/31,その他の収入（4114）,団子店頭販売賃借料・・・10月28日,21000
2024/10/31,その他の収入（4114）,団子店頭販売賃借料・・・10月31日,3000
2024/10/31,その他の収入（4114）,クレープキッチンカー出店料,3000
2024/10/31,商品仕入高（5211）,野菜・・・辻青果,688624
2024/10/31,商品仕入高（5211）,たまご,50544
2024/10/31,商品仕入高（5211）,伊藤園お茶ほか・・・10月7日,20038
2024/10/31,商品仕入高（5211）,伊藤園お茶ほか・・・10月15日,14044
2024/10/31,商品仕入高（5211）,伊藤園お茶ほか・・・10月21日,30062
2024/10/31,商品仕入高（5211）,伊藤園ドリンク・・・10月28日,12610
2024/10/31,商品仕入高（5211）,伊藤園お茶ほか・・・11月5日,63080
2024/10/31,商品仕入高（5211）,たまねぎポテトチップほか・・・10月11日,24381
2024/10/31,商品仕入高（5211）,佐賀牛ポテトチップほか・・・10月25日,48384
2024/10/31,商品仕入高（5211）,天ぷら・ちくわほか,38315
2024/10/31,商品仕入高（5211）,ポン酢・・・10月4日,4504
2024/10/31,商品仕入高（5211）,唐津くんちカレーほか・・・10月15日,22783
2024/10/31,商品仕入高（5211）,ジャージーミックスほか,648237
2024/10/31,商品仕入高（5211）,ミルン牛乳・ヨーグルトほか（9月分）,11214
2024/10/31,商品仕入高（5211）,ミルン牛乳・ヨーグルトほか（10月分）,9866
2024/10/31,商品仕入高（5211）,焼き芋・魚,465517
2024/10/31,商品仕入高（5211）,いきさ屋豆腐,75401
2024/10/31,商品仕入高（5211）,ドリンク（ジェイエイビバレッジ）,9331
2024/10/31,商品仕入高（5211）,納豆ほか・・・10月4日,4411
2024/10/31,商品仕入高（5211）,納豆ほか・・・10月11日,4853
2024/10/31,商品仕入高（5211）,納豆ほか・・・10月15日,5855
2024/10/31,商品仕入高（5211）,納豆ほか・・・10月18日,1869
2024/10/31,商品仕入高（5211）,納豆ほか・・・10月25日,3323
2024/10/31,商品仕入高（5211）,納豆ほか・・・10月25日,5092
2024/10/31,商品仕入高（5211）,納豆ほか・・・10月31日,4992
2024/10/31,商品仕入高（5211）,もやしほか・・・10月31日,3307
2024/10/31,商品仕入高（5211）,甘酒・・・小松酒造,12246
2024/10/31,商品仕入高（5211）,うまかっちゃんほか・・・ミゾカミ,18079
2024/10/31,商品仕入高（5211）,ほめられ酢ほか,13872
2024/10/31,商品仕入高（5211）,らっきょう酢ほか,21982
2024/10/31,商品仕入高（5211）,野菜等袋代・・・アサヒ,30965
2024/10/31,商品仕入高（5211）,クロネコヤマト宅急便他運賃料,17215
2024/10/31,商品仕入高（5211）,ヤマト運輸振込手数料,400
2024/10/31,商品仕入高（5211）,ソフトクリーム用スプーン,19140
2024/10/31,商品仕入高（5211）,万齢ほか・・・小松酒造,105176
2024/10/31,商品仕入高（5211）,ビールほか・・・七田酒類販売,58284
2024/10/31,商品仕入高（5211）,たばこ（ヴァリィベア）・・・10月18日,43989
2024/10/31,商品仕入高（5211）,たばこ（ヴァリィベア）・・・10月25日,75553
2024/10/31,商品仕入高（5211）,たばこ（ヴァリィベア）・・・10月31日,48471
2024/10/31,商品仕入高（5211）,たばこ（ヴァリィベア）・・・10月31日,51769
2024/10/31,商品仕入高（5211）,指定ごみ袋,82800
2024/10/31,商品仕入高（5211）,ライター,4796
2024/10/31,商品仕入高（5211）,チオビタドリンク・・・10月21日,3780
2024/10/31,販売員給与（6111）,パート（９名）,1028972
2024/10/31,広告宣伝費（6113）,厳木町中島山笠祭協賛金,5000
2024/10/31,容器包装費（6114）,タイミーパック代,12738
2024/10/31,役員報酬（6211）,役員給与（１名）,250000
2024/10/31,従業員給与（6212）,従業員給与（１名）,233917
2024/10/31,法定福利費（6312）,唐津社会保険事務所社会保険料,193169
2024/10/31,厚生費（6226）,健康診断受診料,13400
2024/10/31,厚生費（6226）,店長外昼食代,1620
2024/10/31,修繕費（6216）,ソフトクリームサーバーブレードほか代,11825
2024/10/31,事務用消耗品費（6217）,電子複写機コピー代,11481
2024/10/31,通信交通費（6218）,ＮＴＴファイナンス通話料,10661
2024/10/31,通信交通費（6218）,切手代,1210
2024/10/31,通信交通費（6218）,書留郵送料,460
2024/10/31,水道光熱費（6219）,電気料金,573941
2024/10/31,水道光熱費（6219）,水道料金,209752
